rank,name,speed,spin,control,tackiness,weight,hardness,gears,throw_angle,consistency,durable,overall,ratings,price
424,Tibhar Nimbus Soft,8.3,8.6,8.6,1.6,1.9,1.6,6.8,3.5,8.3,4.6,8.7,17,45.0
425,Stiga Genesis S,8.5,8.9,9.0,4.3,5.1,3.8,5.9,5.3,6.5,6.7,8.7,19,45.0
426,Andro Plasma 380,7.7,8.3,8.8,2.0,2.7,0.9,6.0,4.0,10.0,5.5,8.7,14,47.0
427,Stiga Genesis M,8.8,8.9,8.7,4.6,5.7,6.9,6.7,5.5,6.8,7.1,8.7,23,30.0
428,Andro Roxon 500 Pro,9.5,8.3,7.5,1.7,5.1,6.5,5.8,3.1,9.2,4.4,8.7,17,50.0
429,DHS NEO Hurricane 2,8.3,9.3,8.3,8.3,7.4,8.7,7.7,3.1,8.1,7.8,8.7,43,22.0
430,Friendship/729 Faster (Fenghun),8.7,8.9,8.6,7.0,5.6,6.6,7.2,5.8,8.8,7.1,8.7,25,14.0
431,Andro GTT 45,8.4,8.8,9.1,1.4,4.0,4.6,7.0,6.3,7.9,7.9,8.7,20,45.0
432,Yinhe Mercury II,8.4,8.8,8.7,6.0,5.0,4.7,6.6,5.5,8.2,6.1,8.7,103,4.0
433,Tibhar Vari Spin,7.6,8.6,8.6,3.3,4.1,3.2,5.9,4.7,9.1,6.4,8.7,23,33.0
434,Yinhe Moon Speed,8.6,8.0,7.8,2.4,5.1,4.1,7.2,4.1,8.3,7.1,8.7,18,20.0
435,Friendship/729 729,8.1,9.1,8.4,6.7,5.9,6.5,5.8,5.8,6.1,6.8,8.6,22,10.0
436,Nittaku Magic Carbon,7.8,8.0,8.8,2.8,4.5,4.8,5.8,5.1,8.8,7.2,8.6,14,25.0
437,TSP Rise Speed,8.6,8.1,8.9,1.6,2.5,5.0,7.8,7.6,10.0,6.8,8.6,11,55.0
438,DHS G555,7.4,8.9,8.5,7.9,6.4,6.7,5.1,4.3,6.7,7.8,8.6,23,15.0
439,Stiga Neos Sound SynergyTech,8.5,8.6,8.3,1.3,2.3,2.3,7.6,4.0,8.3,5.7,8.6,10,45.0
440,Andro Plasma 430,8.7,8.7,8.4,0.8,1.9,2.3,7.8,6.9,9.3,5.9,8.6,26,47.0
441,Yasaka Pryde 40,9.2,8.6,7.4,3.7,4.0,6.2,6.7,5.0,7.0,5.3,8.6,14,45.0
442,Friendship/729 Higher 3,8.1,8.7,8.4,5.5,4.9,5.7,6.2,5.8,8.9,6.0,8.6,12,14.0
443,Stiga Airoc Astro M,9.0,8.6,8.5,3.1,5.8,5.7,5.8,4.8,7.8,6.0,8.6,12,60.0
444,999 Super 999T,7.5,9.0,9.0,8.9,7.2,7.3,7.3,4.9,7.3,6.9,8.6,54,11.0
445,Butterfly Roundell,8.7,8.6,8.7,2.6,4.2,3.9,6.1,5.5,8.3,6.3,8.6,28,48.0
446,Loki RXTON 3,8.2,8.6,8.7,5.7,5.6,7.2,6.3,5.1,8.6,6.1,8.6,12,18.0
447,Andro Roxon 330,8.1,8.9,8.6,1.7,2.2,0.3,6.4,4.5,9.2,6.4,8.6,19,49.0
448,Yinhe Saturn Pro,8.5,9.0,8.8,5.5,4.4,5.8,7.3,4.9,8.9,5.7,8.6,12,20.0
449,Butterfly Sriver L,8.2,8.1,8.9,2.7,5.2,6.1,7.8,4.2,9.3,7.8,8.6,24,28.0
450,Andro Revo Fire,8.3,8.3,8.5,2.4,3.8,4.6,6.0,5.2,10.0,6.6,8.6,12,45.0
451,Sanwei Gears,7.7,8.8,9.3,5.2,4.5,3.7,8.9,5.4,7.5,7.0,8.6,14,16.0
452,KTL (LKT) Pro XP,7.5,8.6,9.0,4.8,2.6,2.1,5.1,5.0,8.0,7.1,8.6,39,14.0
453,Adidas TenZone SF,8.8,8.8,8.2,0.7,5.7,5.0,7.5,6.7,7.7,6.8,8.6,14,79.0
454,DHS Hurricane 3 (No. 19 Sponge),7.7,9.2,9.0,8.1,6.5,6.8,7.0,6.9,5.5,7.9,8.6,22,18.0
455,Andro Roxon 450,9.2,7.8,8.0,1.4,4.0,3.9,7.5,3.5,8.5,5.8,8.6,15,49.0
456,Stiga Magna,8.4,8.7,8.1,4.0,4.6,5.6,5.2,4.9,8.1,6.3,8.6,15,37.0
457,Tibhar Nimbus,9.1,8.6,8.0,3.4,4.5,5.1,6.3,5.1,6.3,5.3,8.6,26,55.0
458,Yinhe Apollo,8.1,9.0,8.4,7.6,6.1,5.9,7.2,6.4,6.0,5.4,8.6,21,20.0
459,Stiga DNA Platinum M,8.9,8.8,8.1,1.1,5.1,6.1,6.7,5.3,8.6,7.3,8.6,11,65.0
460,Adidas P3,8.7,8.4,8.4,1.8,3.1,4.2,7.9,5.0,8.1,7.0,8.6,18,70.0
461,Loki RXTON 5,8.6,8.7,8.6,5.3,5.9,8.4,7.0,3.5,9.3,7.4,8.5,27,19.0
462,Sauer & Troger Secret Flow Chop,7.3,9.1,9.5,5.9,3.7,4.0,7.7,5.1,10.0,7.8,8.5,10,32.0
463,Dawei Inspirit Quattro,8.7,8.1,8.0,2.4,6.5,4.3,5.8,3.7,8.3,7.4,8.5,29,14.0
464,JOOLA 4 You,6.7,7.2,8.9,0.4,3.4,3.3,5.1,5.3,7.2,6.2,8.5,11,20.0
465,Donic Desto F3,7.3,8.4,8.4,1.6,3.6,1.2,5.4,4.5,9.1,5.6,8.5,19,39.0
466,Tibhar Genius+ Optimum Sound,8.8,8.8,8.3,1.3,3.0,1.5,7.5,4.8,9.2,6.6,8.5,18,57.0
467,Nittaku Flyatt Soft,8.5,8.2,8.9,0.9,2.7,2.4,7.3,4.2,10.0,7.9,8.5,11,46.0
468,Palio CJ8000 36-38°,8.0,8.3,8.8,4.1,5.0,4.4,4.7,4.5,8.0,6.9,8.5,12,40.0
469,Butterfly Sriver FX,7.9,8.1,8.6,2.7,3.5,2.6,7.1,4.8,8.4,7.1,8.5,69,40.0
470,Butterfly Sriver EL,7.8,7.8,8.5,2.6,4.0,3.9,6.9,4.4,9.2,7.1,8.5,65,33.0
471,Friendship/729 GeoSpin Tacky,7.2,9.1,8.5,7.0,4.2,5.6,5.0,5.0,8.7,6.4,8.5,40,14.0
472,JOOLA Air! ROSnet,8.9,8.0,8.1,2.0,2.7,3.1,7.0,4.6,8.8,6.3,8.5,10,25.0
473,Friendship/729 Higher,8.1,8.9,8.5,6.6,5.6,5.9,5.9,5.2,7.5,7.8,8.5,44,14.0
474,Friendship/729 Sky Wing,7.4,8.3,8.7,5.5,2.6,2.5,5.3,4.8,9.0,6.2,8.5,17,14.0
475,SpinLord Marder,6.2,8.0,8.9,3.0,3.8,3.1,4.8,3.1,8.5,6.3,8.5,17,20.0
476,JOOLA Samba,7.7,8.7,9.0,2.4,3.2,0.6,7.0,5.4,8.1,6.9,8.5,11,38.0
477,DHS Hurricane 3 (H3),8.1,8.9,8.7,8.2,7.0,8.5,7.4,5.4,6.8,7.7,8.5,142,22.0
478,Haifu Blue Whale III (3) (Tuned),7.5,8.8,7.7,6.2,5.5,6.7,6.8,5.9,5.4,5.6,8.5,20,40.0
479,Butterfly Sriver,8.0,8.0,8.5,2.4,4.4,5.4,7.4,3.9,9.1,7.6,8.5,102,35.0
480,Gambler Reflectoid,5.3,7.9,8.7,7.3,2.3,1.7,5.9,4.3,9.1,7.0,8.5,24,14.0
481,Air Illumina,8.3,8.5,8.5,3.2,3.8,4.4,7.0,4.3,10.0,6.2,8.5,10,16.0
482,Donic Slice 40,6.0,8.5,9.0,1.6,1.8,3.3,4.5,2.9,8.2,8.0,8.5,13,44.0
483,Giant Dragon Submarine,6.4,8.2,9.3,5.5,4.1,3.9,6.4,4.1,9.1,7.5,8.5,18,15.99
484,Butterfly Tackiness Drive,6.9,8.4,8.9,5.5,4.2,4.9,6.7,5.1,9.8,8.6,8.5,43,50.0
485,Globe 999,7.9,9.0,8.7,6.1,5.5,6.8,6.3,4.8,7.8,7.6,8.4,37,30.0
486,Yasaka Mark V GPS,7.5,7.9,8.3,3.9,3.4,3.3,6.3,4.7,9.4,7.6,8.4,12,30.0
487,Palio Hadou Biotech,8.8,9.2,8.8,7.2,6.3,7.2,7.8,6.7,5.7,3.5,8.4,13,10.0
488,SpinLord Marder II,7.3,8.3,8.8,3.5,3.9,5.0,6.8,4.1,8.2,5.7,8.4,19,25.0
489,Giant Dragon TopENERGY Soft,7.8,9.4,7.9,4.8,6.7,6.8,7.0,5.8,9.1,6.3,8.4,13,25.0
490,DHS G888,8.1,8.8,8.4,7.8,6.8,7.6,6.8,5.1,7.4,7.3,8.4,49,20.0
491,XuShaoFa 999 LSZ,8.5,9.1,9.0,6.1,4.6,6.6,6.8,6.6,7.4,7.0,8.4,31,4.0
492,Kokutaku 868,8.2,8.3,8.6,5.9,3.6,4.2,6.5,4.7,8.6,7.8,8.4,14,12.0
493,DHS Hurricane 3-50 Soft,8.1,8.9,8.8,8.1,4.8,2.8,6.5,4.7,8.5,6.7,8.4,13,40.0
494,Stiga DNA Pro H,8.8,8.6,8.4,1.9,6.2,8.4,7.3,6.2,8.6,7.1,8.4,13,55.0
495,Stiga Chop & Drive,6.3,8.9,8.8,6.1,4.5,4.4,6.2,5.2,8.8,7.4,8.4,19,25.0
496,Butterfly Tackiness Chop,5.5,9.0,8.5,5.7,3.7,2.0,5.6,6.2,9.2,7.0,8.4,33,35.0
497,Stiga Mendo MP,8.4,8.0,7.7,0.9,4.2,5.6,5.4,1.6,7.8,4.4,8.4,13,33.0
498,Yinhe Mars V2,8.3,8.3,8.6,2.2,5.1,5.1,5.6,4.4,8.4,6.5,8.4,33,13.0
499,Reactor Corbor,7.0,8.6,8.9,6.9,5.8,6.5,5.8,5.4,8.2,7.0,8.4,39,5.0
500,Butterfly Sapphira,8.2,8.5,8.1,2.6,6.0,3.4,6.6,5.2,9.2,7.3,8.4,12,32.0
501,Butterfly Sriver G3,8.4,8.2,8.7,3.0,4.4,5.1,7.9,4.9,8.8,7.2,8.4,39,57.0
502,Friendship/729 Cream Transcend,7.9,8.2,8.5,4.9,4.7,5.5,6.8,4.0,8.1,7.4,8.4,61,10.0
503,KTL (LKT) Rapid Soft,7.1,8.1,8.4,4.7,2.1,1.2,4.0,3.9,9.0,7.2,8.4,19,11.0
504,Haifu Blue Whale II (2) (Tuned),8.5,7.9,8.5,3.5,5.7,6.6,7.0,3.4,5.7,6.3,8.4,11,39.0
505,JOOLA Topspin C,6.4,9.2,9.1,6.8,3.7,3.6,4.9,3.6,10.0,7.4,8.4,10,27.0
506,Donic Acuda Blue P3,8.2,8.5,9.1,2.2,4.0,1.3,5.9,4.0,7.9,6.0,8.4,10,54.0
507,Sanwei T88-I,8.1,8.4,8.4,4.5,8.9,7.9,7.8,7.4,7.4,7.0,8.4,39,20.0
508,Butterfly Super Anti (Anti-spin),4.4,2.6,6.4,0.0,2.8,1.6,1.6,0.7,8.5,7.1,8.4,19,41.0
509,Butterfly Sriver G2 FX,7.9,8.2,8.4,1.9,3.9,2.4,7.8,3.1,8.7,8.1,8.4,27,56.0
510,Butterfly Tackifire Drive,7.6,8.7,8.2,5.0,4.5,4.4,6.7,4.7,8.9,6.4,8.4,13,41.0
511,Stiga Optimum MP,8.6,8.2,7.7,2.4,4.3,5.0,3.6,4.4,10.0,7.0,8.4,10,38.0
512,61 Second Lightning DS LST,6.9,8.6,8.6,8.3,3.3,4.8,6.1,4.7,7.5,6.3,8.4,10,12.0
513,Xiom Vega Elite,8.1,8.0,8.4,1.1,2.4,0.8,6.8,3.9,8.9,6.7,8.4,32,36.0
514,Kokutaku Blutenkirsche 868 Tokyo,8.3,8.2,8.5,2.3,4.3,4.3,5.8,4.8,8.9,6.5,8.4,16,12.0
515,Butterfly Bryce FX,8.6,8.2,8.2,1.5,4.3,2.8,6.1,3.8,7.9,5.1,8.4,24,45.0
516,Donic Akkadi Taichi,6.8,8.8,8.4,5.4,4.7,6.3,6.6,4.6,8.8,6.7,8.3,17,20.0
517,Donic Vario,7.7,7.3,8.5,2.0,4.0,5.0,6.5,3.3,9.4,7.2,8.3,12,32.0
518,Xiom Musa,7.4,8.2,8.6,2.0,3.6,4.2,5.7,4.0,9.1,8.4,8.3,19,30.0
519,DHS PF4 40+,7.5,8.4,8.4,7.3,6.2,7.5,6.3,3.8,7.5,5.9,8.3,25,10.0
520,Xiom Vega China VM,8.5,9.0,7.8,5.3,6.2,8.4,6.7,6.2,8.1,7.3,8.3,12,45.0
521,DHS Memo 3,8.0,8.1,8.1,4.0,6.0,7.9,5.9,5.3,8.6,6.3,8.3,12,14.0
522,Friendship/729 SP Transcend,7.9,8.9,8.4,7.8,5.5,6.8,6.1,6.2,6.3,7.3,8.3,22,14.0
523,Reactor Ckylin New (Blue Sponge),8.0,8.0,8.3,5.0,4.0,3.1,4.0,3.0,9.0,5.8,8.3,10,11.0
524,Stiga Innova Ultra Light,8.2,8.2,8.8,1.5,1.3,1.6,6.6,3.1,8.8,5.9,8.3,21,30.0
525,Xiom Vega Euro DF,8.3,8.8,8.4,0.9,2.7,1.7,4.9,5.8,8.9,6.4,8.3,17,37.0
526,Xiom Vega Intro,7.7,8.0,8.8,1.2,4.0,5.8,5.3,4.2,7.5,7.3,8.3,14,28.0
527,Stiga Calibra Tour S,8.7,8.3,8.4,0.4,2.5,2.7,7.0,3.2,7.5,5.6,8.3,13,55.0
528,Yasaka Rakza X Soft,8.3,8.6,8.6,1.5,4.4,2.6,6.4,5.5,9.2,7.6,8.3,25,50.0
529,Donic Quattro Formula,7.9,8.2,7.8,1.8,3.6,1.2,5.0,6.4,8.1,5.5,8.3,13,45.95
530,Yinhe Apollo III,8.2,9.2,8.7,8.6,6.9,5.9,6.6,6.3,7.5,6.3,8.3,11,19.0
531,Friendship/729 Xi EnTing,8.0,8.7,8.5,5.0,4.2,5.3,5.3,4.0,8.0,7.1,8.3,10,14.0
532,Kokutaku BLutenkirsche 868 Tokyo Super Tacky Japanese,7.5,8.8,8.5,7.6,4.8,6.0,6.6,6.8,7.0,5.6,8.3,10,10.0
533,KTL (LKT) Rapid Sound,7.7,8.2,8.7,3.0,3.2,3.7,5.3,4.0,8.1,7.7,8.3,13,14.0
534,Palio CJ8000 2-Side Loop,7.2,7.9,8.4,3.1,5.5,4.2,3.6,5.5,6.4,5.4,8.3,10,8.0
535,Tibhar Rapid Soft,6.0,6.7,6.7,3.8,4.8,2.6,4.6,3.6,7.3,5.6,8.3,16,35.0
536,Yinhe Moon 12,8.2,8.0,8.2,1.8,4.8,6.4,6.0,4.3,8.3,7.7,8.3,10,18.0
537,Palio CJ8000 38-41°,8.1,8.1,8.3,5.8,4.6,6.0,5.5,4.8,8.1,6.8,8.3,10,16.0
538,Donic Coppa JO Platin Soft,8.8,8.1,7.4,1.8,4.0,2.3,6.3,4.1,6.1,4.5,8.2,16,40.0
539,Gambler Outlaw (Tuned),8.8,8.1,8.0,1.6,3.4,5.0,7.5,4.3,8.6,3.2,8.2,40,14.0
540,Donic Bluestorm Z3,8.5,8.5,8.6,2.6,3.8,2.6,6.8,4.1,8.2,5.2,8.2,17,40.0
541,Yasaka Pryde,8.5,8.0,7.4,3.3,4.6,4.7,5.7,5.1,6.4,4.2,8.2,23,37.0
542,Sanwei Ultraspin T88,8.3,8.1,8.2,3.2,5.3,5.9,5.8,3.8,7.3,5.8,8.2,12,15.0
543,Nittaku Best Anti (Anti-spin),3.9,2.5,9.1,0.0,2.7,3.9,4.0,2.0,7.1,7.3,8.2,11,24.0
544,Friendship/729 Super FX Blue Sponge,7.4,8.2,8.8,6.3,5.9,6.7,4.7,4.1,7.7,7.5,8.2,20,13.0
545,KTL (LKT) Pro XT,7.3,8.6,8.8,6.8,2.1,2.3,5.6,5.9,7.9,6.0,8.2,38,14.0
546,Friendship/729 Focus 1,6.9,8.5,8.9,5.1,5.5,4.7,6.1,5.2,9.1,7.9,8.2,19,14.0
547,Stiga Mendo,7.4,7.7,8.0,1.8,4.0,4.0,6.7,4.4,7.5,7.1,8.2,12,30.0
548,KTL (LKT) Black Power,8.3,7.8,8.0,3.3,5.2,7.0,6.7,2.7,6.7,5.8,8.2,12,14.0
549,GKI Euro-XX,7.6,7.4,7.4,2.9,4.9,6.1,5.0,4.0,6.0,6.8,8.2,17,16.0
550,Stiga Mendo Energy,7.7,7.9,8.1,4.4,3.4,2.7,7.3,2.9,7.5,7.3,8.2,11,28.0
551,Stiga Innova Ultra Light SynergyTech,7.9,7.9,8.4,2.6,1.3,2.3,4.6,4.0,8.5,5.9,8.2,24,35.0
552,CTT National Strike,7.3,8.6,8.4,6.2,2.5,3.3,5.7,2.8,7.0,6.5,8.2,10,14.0
553,Yinhe 9000D,7.2,8.5,8.4,8.2,4.0,4.4,6.0,3.3,8.3,7.5,8.2,10,5.0
554,Dawei 2008 XP (Super Power),8.0,8.1,8.3,4.3,6.8,6.9,5.9,4.5,7.4,8.2,8.2,37,9.0
555,Loki RXTON I,7.5,8.0,8.7,3.6,4.3,6.7,6.1,4.0,8.5,7.2,8.1,16,6.0
556,Friendship/729 FX Lightening (Lightning),7.4,8.2,8.5,5.3,3.1,4.4,5.2,4.0,6.7,6.0,8.1,17,20.0
557,Sanwei T88-III,8.0,8.4,8.7,4.5,5.5,5.3,5.9,5.5,6.0,7.1,8.1,14,8.0
558,DHS PF4,6.6,8.2,8.1,6.3,6.0,8.1,5.3,5.4,7.7,6.4,8.1,24,14.0
559,Nittaku Hammond Pro Alpha,9.0,7.4,7.5,2.1,3.7,4.3,6.5,2.7,9.1,6.0,8.1,14,38.0
560,Friendship/729 Super FX,7.2,8.4,8.5,6.7,5.2,6.4,5.6,4.0,8.2,7.3,8.1,87,15.0
561,Stiga Evo,8.0,7.6,8.4,2.0,3.6,4.3,6.4,4.8,8.5,7.0,8.1,17,25.0
562,JOOLA Mambo,8.1,8.0,8.2,2.4,2.8,4.4,5.9,4.2,7.5,7.4,8.1,14,37.0
563,Xiom Yanus DF,7.8,8.4,8.6,1.0,2.7,2.0,8.7,7.1,7.5,4.1,8.1,13,41.0
564,Globe 999T,7.8,8.6,7.8,7.3,6.6,7.3,4.9,4.3,9.2,6.1,8.1,10,10.0
565,JOOLA Samba+,7.7,8.4,8.4,1.8,2.7,1.6,6.0,6.2,9.4,6.6,8.1,16,54.95
566,Stiga DNA Dragon Grip,8.4,9.0,8.9,5.4,6.0,8.5,6.4,5.8,8.6,3.1,8.1,10,60.0
567,Friendship/729 40S,7.3,7.7,8.7,6.3,5.3,5.5,5.2,5.3,6.7,7.0,8.0,10,14.0
568,KTL (LKT) Torrent,7.4,8.3,8.2,4.9,3.9,3.3,4.2,3.6,5.5,5.9,8.0,16,14.0
569,Tibhar Volcano,7.2,7.2,8.0,2.7,4.4,4.9,6.3,4.0,8.1,6.1,8.0,17,24.0
570,Friendship/729 Focus 3,7.2,7.8,8.0,1.8,4.1,1.6,4.4,4.0,8.6,6.1,8.0,15,14.0
571,Friendship/729 General (Cross sponge),7.5,7.9,8.7,5.9,4.6,6.9,5.6,4.0,7.7,7.8,8.0,24,6.0
572,DHS Skyline TG2 (No. 19 Sponge),7.9,8.4,8.0,7.0,7.0,6.9,7.7,7.0,6.0,7.4,8.0,12,15.0
573,Andro Impuls Speed,7.5,7.9,8.3,1.1,2.8,1.7,6.3,5.5,8.5,4.1,7.9,14,44.0
574,Yinhe Venus,8.0,8.2,8.3,3.5,4.8,4.7,5.8,4.4,5.0,5.4,7.9,17,16.0
575,Tibhar Torpedo,8.6,8.2,8.0,3.7,5.6,6.0,7.3,5.7,6.9,4.1,7.9,10,28.0
576,DHS Skyline TG2,7.5,8.6,8.5,7.1,6.4,7.7,6.8,4.8,6.3,7.9,7.9,21,17.0
577,Friendship/729 804 (Anti-spin),5.0,3.6,8.5,0.3,3.9,3.2,2.3,1.4,7.9,7.9,7.8,23,10.0
578,Donic Liga,6.3,6.6,9.0,3.8,3.4,3.4,4.9,3.9,8.9,8.3,7.8,21,27.0
579,Dawei 2008 (Super Power),7.5,7.6,8.3,3.8,6.0,5.8,5.0,4.0,6.3,7.3,7.8,10,8.0
580,Butterfly Flextra,7.0,7.4,8.7,2.6,2.7,2.5,5.4,3.7,9.1,6.7,7.8,58,20.0
581,Butterfly Bryce,9.0,7.5,6.9,2.0,4.7,5.5,5.5,3.1,7.9,6.0,7.8,31,42.0
582,Yasaka Mark V AD,7.7,7.9,8.1,0.2,4.4,2.7,6.3,3.8,7.8,6.9,7.8,14,30.0
583,KTL (LKT) Red Diamond (Golden Cake Sponge),8.0,8.3,8.6,6.0,4.3,5.8,7.0,4.0,9.2,3.5,7.7,11,14.0
584,Butterfly Tackifire C,6.8,8.8,8.9,7.3,6.5,7.3,6.0,5.0,6.8,6.2,7.5,15,52.0
585,Butterfly Yuki,6.5,7.0,8.0,6.6,4.4,4.5,3.3,3.7,8.8,7.0,7.5,14,10.0
586,Friendship/729 FX EL Super Soft,6.6,8.0,8.6,5.1,3.2,2.7,4.5,3.8,8.6,7.0,7.4,42,12.0
587,Stiga Neos Sound,8.4,7.2,7.8,2.7,2.4,2.3,4.2,3.4,7.9,6.5,7.4,16,37.0
588,Stiga China Extreme,7.0,9.2,7.9,7.8,5.4,6.6,7.0,4.7,8.1,5.6,7.4,12,29.0
589,Stiga Cobra 2000,6.7,7.3,8.5,2.0,3.7,3.9,4.0,3.1,7.3,5.6,7.1,13,25.0
590,Stiga Drive,6.2,6.3,7.6,4.7,5.0,5.9,5.5,4.0,6.4,5.8,7.1,10,0.0
591,Butterfly Pan Asia,6.5,6.8,8.2,2.1,2.0,1.9,5.1,4.1,8.1,4.8,6.8,17,10.0
592,Butterfly Addoy,5.1,5.3,8.0,1.1,2.4,3.5,2.8,1.1,5.4,5.8,6.5,17,5.0
593,Butterfly Wakaba,5.3,5.3,7.0,0.6,3.3,2.3,4.0,0.3,7.5,4.5,5.8,12,30.0
